Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	LossBeforeUpdate	LossAfterUpdate	TimestepsThisBatch	TimestepsSoFar
0.491102933883667	0	17.275862068965516	6.402567112974876	35.0	8.0	17.275862068965516	6.402567112974876	48.129776	39.418816	1002	1002
0.7209799289703369	1	20.28846153846154	10.97608683677934	59.0	9.0	20.28846153846154	10.97608683677934	25.71064	18.558853	1055	2057
1.1534459590911865	2	21.32	13.54612859823795	78.0	8.0	21.32	13.54612859823795	15.304859	9.040267	1066	3123
1.3529739379882812	3	20.3	8.256512580987206	46.0	10.0	20.3	8.256512580987206	11.1803665	2.4692688	1015	4138
1.5783278942108154	4	23.045454545454547	11.751120924201512	65.0	10.0	23.045454545454547	11.751120924201512	1.7560692	-6.4753795	1014	5152
1.8073270320892334	5	29.852941176470587	16.415796468719456	74.0	9.0	29.852941176470587	16.415796468719456	-4.230515	-8.258137	1015	6167
2.0257327556610107	6	25.025	13.723132842029912	72.0	11.0	25.025	13.723132842029912	-11.277892	-18.53487	1001	7168
2.2860219478607178	7	28.942857142857143	19.294622281340256	100.0	11.0	28.942857142857143	19.294622281340256	-15.256962	-20.796677	1013	8181
2.5183050632476807	8	27.17948717948718	16.15767150473619	90.0	11.0	27.17948717948718	16.15767150473619	-6.982975	-10.572342	1060	9241
2.7779388427734375	9	41.16	20.92783791986167	102.0	11.0	41.16	20.92783791986167	-11.294167	-15.354768	1029	10270
2.984686851501465	10	40.07692307692308	30.860633470893823	148.0	12.0	40.07692307692308	30.860633470893823	-16.048716	-20.336472	1042	11312
3.2149240970611572	11	33.86666666666667	18.369781949954902	97.0	15.0	33.86666666666667	18.369781949954902	-17.631256	-22.091305	1016	12328
3.4513018131256104	12	43.375	29.051409174083105	144.0	13.0	43.375	29.051409174083105	-22.176954	-26.19223	1041	13369
3.649867057800293	13	34.93103448275862	20.83255250221229	83.0	12.0	34.93103448275862	20.83255250221229	-32.204033	-37.46874	1013	14382
3.8622989654541016	14	45.30434782608695	23.47326839028803	95.0	15.0	45.30434782608695	23.47326839028803	-11.627024	-13.60254	1042	15424
4.067337989807129	15	52.73684210526316	29.623678483095347	137.0	16.0	52.73684210526316	29.623678483095347	-0.35877132	-1.622199	1002	16426
4.292661905288696	16	55.1578947368421	29.78566090533945	147.0	15.0	55.1578947368421	29.78566090533945	-3.6663814	-4.9429693	1048	17474
4.500364780426025	17	54.05263157894737	36.34552558317045	177.0	21.0	54.05263157894737	36.34552558317045	-15.518613	-17.397198	1027	18501
4.7274041175842285	18	56.8421052631579	39.943727730916045	165.0	20.0	56.8421052631579	39.943727730916045	-16.027676	-17.896263	1080	19581
4.935775995254517	19	52.6	33.50731263470707	164.0	18.0	52.6	33.50731263470707	-29.323114	-32.12463	1052	20633
5.136985778808594	20	68.13333333333334	32.757424942887205	129.0	24.0	68.13333333333334	32.757424942887205	-7.497388	-8.721348	1022	21655
5.3467090129852295	21	63.6875	26.682669352034477	124.0	27.0	63.6875	26.682669352034477	-6.146673	-7.5007963	1019	22674
5.585172891616821	22	67.1875	33.29455426567534	132.0	24.0	67.1875	33.29455426567534	-8.079712	-9.817059	1075	23749
5.7995758056640625	23	86.91666666666667	33.12717498100649	153.0	34.0	86.91666666666667	33.12717498100649	-4.4066916	-5.48021	1043	24792
6.042675018310547	24	75.07142857142857	34.87419079596643	147.0	36.0	75.07142857142857	34.87419079596643	-6.994111	-8.697086	1051	25843
6.309240818023682	25	66.4375	31.84134252430321	122.0	19.0	66.4375	31.84134252430321	-14.02877	-16.272442	1063	26906
6.525123834609985	26	75.78571428571429	33.434752175860744	130.0	23.0	75.78571428571429	33.434752175860744	-9.507008	-11.827256	1061	27967
6.7581188678741455	27	86.83333333333333	47.21375741125555	200.0	23.0	86.83333333333333	47.21375741125555	-11.966541	-14.318554	1042	29009
6.985904932022095	28	92.36363636363636	30.878862223718752	142.0	24.0	92.36363636363636	30.878862223718752	-11.603871	-13.330625	1016	30025
7.203500032424927	29	112.33333333333333	46.83778152066745	187.0	26.0	112.33333333333333	46.83778152066745	-10.515415	-13.45389	1011	31036
7.438564777374268	30	104.5	50.53167323570435	195.0	47.0	104.5	50.53167323570435	-9.199575	-10.871727	1045	32081
7.686883926391602	31	112.6	68.25276551173586	200.0	16.0	112.6	68.25276551173586	-17.286972	-19.007027	1126	33207
7.907401084899902	32	118.11111111111111	50.973728406447975	200.0	39.0	118.11111111111111	50.973728406447975	-14.783323	-16.106928	1063	34270
8.193550825119019	33	107.63636363636364	51.029889151132394	200.0	26.0	107.63636363636364	51.029889151132394	-24.373545	-26.923805	1184	35454
8.418128967285156	34	143.14285714285714	24.315947567850383	182.0	123.0	143.14285714285714	24.315947567850383	-11.8509865	-12.343929	1002	36456
8.786052942276001	35	116.66666666666667	60.271607467087414	200.0	22.0	116.66666666666667	60.271607467087414	-9.034017	-10.381302	1050	37506
9.147234916687012	36	145.0	56.596314872461946	200.0	60.0	145.0	56.596314872461946	-11.651167	-13.491356	1015	38521
9.37584900856018	37	148.71428571428572	32.22117442975431	200.0	109.0	148.71428571428572	32.22117442975431	-5.65069	-6.447646	1041	39562
9.789375066757202	38	137.625	39.81814128007484	200.0	92.0	137.625	39.81814128007484	-8.690575	-8.998974	1101	40663
10.324411869049072	39	131.75	63.6253683682853	200.0	17.0	131.75	63.6253683682853	-12.205132	-12.862618	1054	41717
10.55820894241333	40	159.28571428571428	42.67054616716408	200.0	74.0	159.28571428571428	42.67054616716408	-0.9019904	-1.2966976	1115	42832
