Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	LossBeforeUpdate	LossAfterUpdate	TimestepsThisBatch	TimestepsSoFar
0.46862268447875977	0	17.43103448275862	8.608560432671007	52.0	9.0	17.43103448275862	8.608560432671007	8022.073	7973.4927	1011	1011
0.7472288608551025	1	16.8	6.850304129501599	36.0	8.0	16.8	6.850304129501599	7203.415	7163.66	1008	2019
0.9635539054870605	2	21.76086956521739	10.308680982147154	57.0	10.0	21.76086956521739	10.308680982147154	9687.835	9612.2295	1001	3020
1.2147588729858398	3	18.0	7.413790239431226	42.0	9.0	18.0	7.413790239431226	7694.1543	7665.917	1008	4028
1.4543657302856445	4	21.479166666666668	8.403842333850763	43.0	10.0	21.479166666666668	8.403842333850763	9200.066	9148.109	1031	5059
1.6762728691101074	5	20.612244897959183	7.769160190295601	44.0	12.0	20.612244897959183	7.769160190295601	8504.719	8480.056	1010	6069
1.8907058238983154	6	22.90909090909091	12.802375812570142	62.0	10.0	22.90909090909091	12.802375812570142	10646.031	10604.99	1008	7077
2.109614610671997	7	25.225	12.67179446645186	60.0	10.0	25.225	12.67179446645186	11152.324	11105.657	1009	8086
2.3426597118377686	8	24.214285714285715	9.713848029355564	53.0	9.0	24.214285714285715	9.713848029355564	10034.985	10003.175	1017	9103
2.5945417881011963	9	29.794117647058822	15.221462038003919	69.0	12.0	29.794117647058822	15.221462038003919	13051.221	12997.601	1013	10116
2.818830728530884	10	29.58823529411765	28.561716095108466	140.0	10.0	29.58823529411765	28.561716095108466	19344.871	19272.115	1006	11122
3.0105526447296143	11	36.32142857142857	19.33548472078616	87.0	11.0	36.32142857142857	19.33548472078616	15865.071	15799.67	1017	12139
3.207382917404175	12	44.625	25.008019547070628	118.0	13.0	44.625	25.008019547070628	20694.45	20593.676	1071	13210
3.4507017135620117	13	37.407407407407405	16.506472937427283	78.0	11.0	37.407407407407405	16.506472937427283	14963.781	14927.62	1010	14220
3.6733219623565674	14	44.56521739130435	22.08053655412292	96.0	18.0	44.56521739130435	22.08053655412292	18576.07	18521.408	1025	15245
3.8806886672973633	15	53.21052631578947	27.876756866737605	116.0	18.0	53.21052631578947	27.876756866737605	22159.379	22101.836	1011	16256
4.085710763931274	16	48.095238095238095	27.500484431931916	109.0	13.0	48.095238095238095	27.500484431931916	20750.02	20704.877	1010	17266
4.272457838058472	17	50.5	35.39844629358752	167.0	11.0	50.5	35.39844629358752	24281.371	24225.744	1010	18276
4.522234678268433	18	53.26315789473684	29.509752367048808	128.0	17.0	53.26315789473684	29.509752367048808	22453.979	22424.44	1012	19288
4.748611688613892	19	56.44444444444444	26.29791335664448	120.0	22.0	56.44444444444444	26.29791335664448	22101.217	22062.9	1016	20304
4.985677003860474	20	57.22222222222222	23.049597623760896	93.0	16.0	57.22222222222222	23.049597623760896	21790.959	21780.402	1030	21334
5.219127655029297	21	56.72222222222222	21.880497545519987	102.0	21.0	56.72222222222222	21.880497545519987	20595.838	20537.303	1021	22355
5.454843759536743	22	69.06666666666666	30.649560446367833	144.0	31.0	69.06666666666666	30.649560446367833	26149.627	26046.605	1036	23391
5.700027704238892	23	83.35714285714286	32.31233100062386	168.0	41.0	83.35714285714286	32.31233100062386	34608.008	34534.33	1167	24558
5.91428279876709	24	70.66666666666667	26.993003208650613	127.0	25.0	70.66666666666667	26.993003208650613	26301.492	26273.697	1060	25618
6.1233179569244385	25	71.3125	35.896933626007666	149.0	28.0	71.3125	35.896933626007666	31506.809	31479.332	1141	26759
6.324166774749756	26	104.1	46.02705725983359	200.0	35.0	104.1	46.02705725983359	39451.066	39304.08	1041	27800
6.5200419425964355	27	94.36363636363636	39.47213684077491	156.0	50.0	94.36363636363636	39.47213684077491	34339.47	34278.05	1038	28838
6.7132956981658936	28	83.58333333333333	39.71871585145835	173.0	27.0	83.58333333333333	39.71871585145835	31467.426	31384.377	1003	29841
7.01671290397644	29	89.0	49.01020301937138	198.0	25.0	89.0	49.01020301937138	37709.19	37677.914	1068	30909
7.303633689880371	30	148.85714285714286	50.03549760328325	200.0	67.0	148.85714285714286	50.03549760328325	51021.387	50893.93	1042	31951
7.627737760543823	31	108.8	45.455032724660974	200.0	43.0	108.8	45.455032724660974	41856.047	41853.86	1088	33039
7.909384727478027	32	150.28571428571428	52.2376828563833	200.0	59.0	150.28571428571428	52.2376828563833	52030.85	51919.676	1052	34091
8.169253826141357	33	133.5	42.36448984704053	200.0	73.0	133.5	42.36448984704053	46103.758	46063.43	1068	35159
8.457570791244507	34	146.42857142857142	46.77562595704593	200.0	68.0	146.42857142857142	46.77562595704593	48002.91	47920.016	1025	36184
8.708078622817993	35	138.75	42.18634257671551	200.0	94.0	138.75	42.18634257671551	49200.047	49117.55	1110	37294
8.935779809951782	36	157.57142857142858	38.23557484429218	200.0	97.0	157.57142857142858	38.23557484429218	53762.707	53709.54	1103	38397
9.159693717956543	37	129.77777777777777	47.71856796253489	200.0	42.0	129.77777777777777	47.71856796253489	51352.57	51377.188	1168	39565
9.454184770584106	38	148.28571428571428	56.57034630999401	200.0	59.0	148.28571428571428	56.57034630999401	51891.38	51855.113	1038	40603
9.666704893112183	39	148.42857142857142	46.04301449376951	200.0	94.0	148.42857142857142	46.04301449376951	48877.242	48833.438	1039	41642
9.870177984237671	40	155.42857142857142	44.9852583563522	200.0	75.0	155.42857142857142	44.9852583563522	53347.78	53352.75	1088	42730
10.102983713150024	41	160.28571428571428	38.44741970058138	200.0	96.0	160.28571428571428	38.44741970058138	54524.47	54468.445	1122	43852
10.308375597000122	42	187.5	27.95084971874737	200.0	125.0	187.5	27.95084971874737	61761.508	61639.164	1125	44977
10.534428834915161	43	169.85714285714286	40.03365930752546	200.0	87.0	169.85714285714286	40.03365930752546	61011.477	61012.95	1189	46166
10.740570783615112	44	185.0	21.24460715883759	200.0	153.0	185.0	21.24460715883759	59903.676	59806.5	1110	47276
10.929467678070068	45	144.14285714285714	46.13157756872826	200.0	78.0	144.14285714285714	46.13157756872826	46088.836	46151.117	1009	48285
11.161864757537842	46	186.83333333333334	21.18503140322326	200.0	143.0	186.83333333333334	21.18503140322326	59276.42	59214.09	1121	49406
11.407842636108398	47	168.14285714285714	37.74133229319424	200.0	111.0	168.14285714285714	37.74133229319424	59187.195	59149.66	1177	50583
