Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	LossBeforeUpdate	LossAfterUpdate	TimestepsThisBatch	TimestepsSoFar	Std
9.254199028015137	0	20.594650205761315	8.0473324684064	85.0	8.0	20.594650205761315	8.0473324684064	-217.25703	-3055.9177	10009	10009	[0.19900249]
13.59591293334961	1	24.369829683698295	7.80445095541755	66.0	12.0	24.369829683698295	7.80445095541755	104.840645	-2396.5483	10016	20025	[0.1987242]
17.29541277885437	2	38.64230769230769	10.676309974638064	104.0	20.0	38.64230769230769	10.676309974638064	-152.216	-724.2806	10047	30072	[0.1982042]
21.50605583190918	3	40.87755102040816	10.430005093354314	77.0	23.0	40.87755102040816	10.430005093354314	-195.04794	-505.01913	10015	40087	[0.19752902]
24.9149067401886	4	42.57446808510638	12.293822494471652	97.0	26.0	42.57446808510638	12.293822494471652	-21.030262	-900.8746	10005	50092	[0.19692849]
28.09991192817688	5	48.650485436893206	12.840476609930654	125.0	30.0	48.650485436893206	12.840476609930654	68.18275	-735.42316	10022	60114	[0.19652142]
31.254499912261963	6	61.22560975609756	15.784882478881494	128.0	39.0	61.22560975609756	15.784882478881494	16.56324	-170.61073	10041	70155	[0.19619034]
35.18578505516052	7	63.15094339622642	15.262973110328385	124.0	41.0	63.15094339622642	15.262973110328385	60.881344	-526.9327	10041	80196	[0.1959859]
38.416696071624756	8	64.89032258064516	18.14264900170776	173.0	36.0	64.89032258064516	18.14264900170776	-224.93665	-853.4653	10058	90254	[0.19557765]
41.58644771575928	9	73.90441176470588	18.707453168877475	144.0	47.0	73.90441176470588	18.707453168877475	33.130203	-1125.0481	10051	100305	[0.19525215]
45.41994905471802	10	94.21495327102804	27.669284578932757	200.0	50.0	94.21495327102804	27.669284578932757	108.74748	-1023.21436	10081	110386	[0.19508709]
48.80854082107544	11	106.77659574468085	30.52524391500615	213.0	63.0	106.77659574468085	30.52524391500615	58.968636	-747.4328	10037	120423	[0.19500294]
51.807952880859375	12	127.0886075949367	35.378671209391406	229.0	66.0	127.0886075949367	35.378671209391406	115.49539	-582.58093	10040	130463	[0.19504882]
54.80180287361145	13	141.70422535211267	46.63172901748855	385.0	73.0	141.70422535211267	46.63172901748855	-70.458305	-1062.7628	10061	140524	[0.19501762]
57.90198493003845	14	213.63829787234042	62.93881714399898	471.0	131.0	213.63829787234042	62.93881714399898	-65.69318	-1278.8014	10041	150565	[0.19492272]
61.43001174926758	15	362.2142857142857	85.27826600641704	620.0	253.0	362.2142857142857	85.27826600641704	10.935104	-499.9651	10142	160707	[0.194848]
64.71469783782959	16	299.55882352941177	64.95572753647201	433.0	156.0	299.55882352941177	64.95572753647201	-42.671265	-407.6703	10185	170892	[0.19473661]
67.64748883247375	17	265.2631578947368	60.576912490401874	418.0	178.0	265.2631578947368	60.576912490401874	-181.64223	-188.90375	10080	180972	[0.19446689]
70.68068194389343	18	271.0810810810811	80.78880654952225	525.0	143.0	271.0810810810811	80.78880654952225	-12.91884	-91.51255	10030	191002	[0.19420958]
74.06268382072449	19	352.82758620689657	112.53691163516305	667.0	219.0	352.82758620689657	112.53691163516305	-32.19767	-127.650665	10232	201234	[0.19394478]
77.08739686012268	20	433.3333333333333	79.89507007458108	619.0	318.0	433.3333333333333	79.89507007458108	-11.71512	-17.172844	10400	211634	[0.19369264]
80.09175968170166	21	455.22727272727275	96.8222043551909	754.0	267.0	455.22727272727275	96.8222043551909	-2.0985029	-60.043022	10015	221649	[0.19346133]
83.19749283790588	22	527.4	125.86953563114469	816.0	201.0	527.4	125.86953563114469	33.031036	-163.62384	10548	232197	[0.1932847]
86.51480484008789	23	506.2	150.18308826229404	1000.0	273.0	506.2	150.18308826229404	129.9066	15.345478	10124	242321	[0.19325738]
90.18753981590271	24	606.3529411764706	170.38432031438967	947.0	333.0	606.3529411764706	170.38432031438967	-28.636324	-381.06796	10308	252629	[0.19320396]
93.23928189277649	25	612.6470588235294	213.1881083695172	1000.0	329.0	612.6470588235294	213.1881083695172	104.30666	76.97529	10415	263044	[0.19325954]
96.26111674308777	26	802.4615384615385	261.7449185120198	1000.0	336.0	802.4615384615385	261.7449185120198	-97.00776	-123.47041	10432	273476	[0.1932137]
99.33927798271179	27	967.5454545454545	102.6302840618283	1000.0	643.0	967.5454545454545	102.6302840618283	-41.48513	-52.50948	10643	284119	[0.1931308]
102.60898995399475	28	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-14.365944	-17.241138	11000	295119	[0.19304086]
105.80970692634583	29	1000.0	0.0	1000.0	1000.0	1000.0	0.0	65.10378	31.065138	11000	306119	[0.19302538]
109.1485948562622	30	1000.0	0.0	1000.0	1000.0	1000.0	0.0	77.35045	75.29548	11000	317119	[0.1930898]
112.3132438659668	31	991.9090909090909	25.58570106863507	1000.0	911.0	991.9090909090909	25.58570106863507	-119.32483	-133.07298	10911	328030	[0.19302754]
116.48649287223816	32	994.0	14.244616207855195	1000.0	952.0	994.0	14.244616207855195	78.79494	74.18217	10934	338964	[0.19305053]
120.41417074203491	33	1000.0	0.0	1000.0	1000.0	1000.0	0.0	79.89847	81.02374	11000	349964	[0.19315173]
124.16899085044861	34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-45.42215	-57.473915	11000	360964	[0.19319749]
127.34461879730225	35	908.1666666666666	115.36740826112411	1000.0	669.0	908.1666666666666	115.36740826112411	-31.277859	-500.3851	10898	371862	[0.19320698]
130.72678184509277	36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	112.48979	15.713591	11000	382862	[0.19333014]
134.42390871047974	37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-24.68105	-93.99231	11000	393862	[0.19341679]
138.06951808929443	38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	83.2321	71.169586	11000	404862	[0.19358091]
141.90234279632568	39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	50.054844	47.507935	11000	415862	[0.19378205]
145.09392881393433	40	1000.0	0.0	1000.0	1000.0	1000.0	0.0	66.57863	57.035618	11000	426862	[0.19403394]
148.2675850391388	41	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-34.892334	-36.005726	11000	437862	[0.19422604]
151.74826169013977	42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	25.697004	15.226488	11000	448862	[0.19442834]
154.87361574172974	43	967.9090909090909	57.566490482278674	1000.0	801.0	967.9090909090909	57.566490482278674	-53.245075	-88.06579	10647	459509	[0.19455434]
157.78485989570618	44	773.3076923076923	197.33235713282716	1000.0	448.0	773.3076923076923	197.33235713282716	137.24335	24.230701	10053	469562	[0.19481212]
160.81086587905884	45	648.6875	182.2085751103663	938.0	307.0	648.6875	182.2085751103663	-44.069828	-11.453683	10379	479941	[0.1949989]
164.2707748413086	46	681.8666666666667	260.091488177184	1000.0	262.0	681.8666666666667	260.091488177184	-66.700775	-113.854774	10228	490169	[0.19509593]
167.5312581062317	47	923.9090909090909	161.67332638011106	1000.0	560.0	923.9090909090909	161.67332638011106	-5.2064934	13.929728	10163	500332	[0.1951785]
171.50826787948608	48	817.4615384615385	236.04648022879388	1000.0	266.0	817.4615384615385	236.04648022879388	-35.834003	121.49522	10627	510959	[0.19521405]
174.5738718509674	49	554.1052631578947	200.4266225453364	918.0	223.0	554.1052631578947	200.4266225453364	-1.2721748	4.250595	10528	521487	[0.19524495]
178.2611267566681	50	535.0	231.47945231079422	1000.0	255.0	535.0	231.47945231079422	55.38255	-149.00743	10165	531652	[0.19533479]
181.4651699066162	51	264.2368421052632	95.10145115128543	545.0	125.0	264.2368421052632	95.10145115128543	76.50974	-247.56529	10041	541693	[0.19550152]
185.10160994529724	52	150.44776119402985	48.592206113611965	281.0	61.0	150.44776119402985	48.592206113611965	-105.95019	-190.38147	10080	551773	[0.1955328]
188.59270191192627	53	138.26027397260273	47.369439138631364	313.0	59.0	138.26027397260273	47.369439138631364	27.866135	-263.30026	10093	561866	[0.19559252]
192.15562891960144	54	123.74074074074075	27.528112579095442	190.0	64.0	123.74074074074075	27.528112579095442	-10.642451	-139.29674	10023	571889	[0.19563471]
195.18529391288757	55	109.03260869565217	20.840205230857787	149.0	58.0	109.03260869565217	20.840205230857787	9.136349	-160.13345	10031	581920	[0.19568348]
198.12489795684814	56	107.6989247311828	15.213735267161738	145.0	69.0	107.6989247311828	15.213735267161738	64.331535	-109.838844	10016	591936	[0.19580151]
201.3983678817749	57	115.02272727272727	17.927237576030446	156.0	59.0	115.02272727272727	17.927237576030446	-36.285652	-99.02637	10122	602058	[0.1958665]
204.4324290752411	58	130.9090909090909	21.57450504657575	202.0	82.0	130.9090909090909	21.57450504657575	-9.139244	-30.428667	10080	612138	[0.19591483]
207.57387685775757	59	149.44117647058823	31.783913038323043	232.0	73.0	149.44117647058823	31.783913038323043	-161.52617	-286.34027	10162	622300	[0.19577289]
210.87257480621338	60	171.15254237288136	51.57709830736435	299.0	69.0	171.15254237288136	51.57709830736435	8.681877	-26.53751	10098	632398	[0.19565415]
215.59030175209045	61	195.5	76.36010335650015	403.0	62.0	195.5	76.36010335650015	-46.633133	-131.35983	10166	642564	[0.19549283]
218.94613599777222	62	249.29268292682926	73.56538286596854	407.0	109.0	249.29268292682926	73.56538286596854	-17.369043	-32.90318	10221	652785	[0.1953264]
222.42974090576172	63	208.9375	57.94732027525806	484.0	117.0	208.9375	57.94732027525806	-7.7349167	-101.2825	10029	662814	[0.19516648]
225.45822191238403	64	218.69565217391303	32.03657526967344	332.0	167.0	218.69565217391303	32.03657526967344	-39.05467	-218.2754	10060	672874	[0.19497575]
228.66977882385254	65	282.3888888888889	55.87499827381443	487.0	203.0	282.3888888888889	55.87499827381443	114.12564	-195.70749	10166	683040	[0.19493891]
232.26427578926086	66	527.35	172.82311043376114	1000.0	335.0	527.35	172.82311043376114	-8.700298	-415.5467	10547	693587	[0.19489528]
235.97924876213074	67	547.2105263157895	91.30894862894321	681.0	394.0	547.2105263157895	91.30894862894321	47.82091	354.30466	10397	703984	[0.19491245]
240.35305070877075	68	341.1666666666667	29.260990337915008	395.0	282.0	341.1666666666667	29.260990337915008	-40.657696	745.74506	10235	714219	[0.19487955]
244.33183789253235	69	258.94871794871796	19.75743770103276	320.0	215.0	258.94871794871796	19.75743770103276	-135.80972	419.38498	10099	724318	[0.19469075]
247.9695029258728	70	225.22222222222223	18.15108063986995	280.0	196.0	225.22222222222223	18.15108063986995	-14.379647	346.48926	10135	734453	[0.1945028]
250.9961278438568	71	209.10416666666666	16.505352141216363	265.0	180.0	209.10416666666666	16.505352141216363	-7.314291	83.300674	10037	744490	[0.19432388]
254.51975893974304	72	210.83333333333334	13.452591654481386	243.0	187.0	210.83333333333334	13.452591654481386	-92.98529	-382.56775	10120	754610	[0.19405313]
259.0121920108795	73	231.9090909090909	13.020644764474785	259.0	207.0	231.9090909090909	13.020644764474785	-84.837845	-1513.8722	10204	764814	[0.19370958]
262.01188707351685	74	388.0	28.423987702697115	455.0	340.0	388.0	28.423987702697115	-41.883263	-991.651	10088	774902	[0.19334966]
266.555645942688	75	998.9090909090909	3.449757447456414	1000.0	988.0	998.9090909090909	3.449757447456414	-103.26981	-1021.958	10988	785890	[0.19290593]
269.7769718170166	76	1000.0	0.0	1000.0	1000.0	1000.0	0.0	7.164999	81.16487	11000	796890	[0.19251323]
272.9408438205719	77	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-56.293793	-13.873997	11000	807890	[0.19209252]
276.30490493774414	78	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-71.8515	-11.792534	11000	818890	[0.19162905]
280.70041394233704	79	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-47.615845	6.1355324	11000	829890	[0.19115463]
285.033992767334	80	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-26.300343	-17.95004	11000	840890	[0.1906949]
288.619206905365	81	1000.0	0.0	1000.0	1000.0	1000.0	0.0	66.15199	71.341675	11000	851890	[0.19035998]
292.97352600097656	82	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-40.786697	1.5720444	11000	862890	[0.19000897]
297.08652782440186	83	441.39130434782606	313.0790619872565	1000.0	23.0	441.39130434782606	313.0790619872565	-41.896133	-186.11906	10152	873042	[0.18964204]
300.51331973075867	84	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-75.983154	-113.00714	11000	884042	[0.18922146]
303.99547004699707	85	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-107.45393	-141.28595	11000	895042	[0.18871818]
307.68989777565	86	1000.0	0.0	1000.0	1000.0	1000.0	0.0	101.02203	-78.71683	11000	906042	[0.18838711]
311.93741106987	87	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-96.00445	-128.69955	11000	917042	[0.18797775]
315.4498417377472	88	1000.0	0.0	1000.0	1000.0	1000.0	0.0	67.67883	54.890694	11000	928042	[0.18768889]
318.8041226863861	89	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-88.3233	-149.97052	11000	939042	[0.18732625]
322.34623885154724	90	1000.0	0.0	1000.0	1000.0	1000.0	0.0	208.56189	118.55016	11000	950042	[0.18724681]
325.6595239639282	91	502.6190476190476	126.48789747883701	756.0	318.0	502.6190476190476	126.48789747883701	-27.750107	-290.8927	10555	960597	[0.18714343]
329.0243229866028	92	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-46.865685	-90.02591	11000	971597	[0.18699658]
332.33713579177856	93	1000.0	0.0	1000.0	1000.0	1000.0	0.0	-9.194168	-36.527397	11000	982597	[0.18685326]
